Image_Index,True_Label,Predicted_Label,U,FM1,FM2,FM3,C
580,6,6,1.0,1.0,0.0,0.0,True
581,1,1,2.0,0.9,0.1,0.0,True
582,6,6,2.0,0.8,0.2,0.0,True
583,2,2,5.0,0.3,0.3,0.2,True
584,0,0,1.0,1.0,0.0,0.0,True
585,4,4,3.0,0.7,0.2,0.1,True
586,3,4,5.0,0.3,0.3,0.2,False
587,0,0,1.0,1.0,0.0,0.0,True
588,3,3,4.0,0.6,0.2,0.1,True
589,2,2,1.0,1.0,0.0,0.0,True
590,3,3,3.0,0.5,0.4,0.1,True
591,2,2,1.0,1.0,0.0,0.0,True
592,9,9,3.0,0.7,0.2,0.1,True
593,3,3,1.0,1.0,0.0,0.0,True
594,1,1,1.0,1.0,0.0,0.0,True
595,6,6,3.0,0.8,0.1,0.1,True
596,1,1,1.0,1.0,0.0,0.0,True
597,7,7,3.0,0.8,0.1,0.1,True
598,3,5,4.0,0.5,0.3,0.1,False
599,2,2,2.0,0.9,0.1,0.0,True
600,1,1,1.0,1.0,0.0,0.0,True
601,4,4,2.0,0.7,0.3,0.0,True
602,0,0,1.0,1.0,0.0,0.0,True
603,1,1,1.0,1.0,0.0,0.0,True
604,3,3,3.0,0.7,0.2,0.1,True
605,4,4,1.0,1.0,0.0,0.0,True
606,2,2,3.0,0.7,0.2,0.1,True
607,7,7,2.0,0.9,0.1,0.0,True
608,1,1,2.0,0.9,0.1,0.0,True
609,9,9,3.0,0.7,0.2,0.1,True
610,1,1,2.0,0.9,0.1,0.0,True
611,0,0,1.0,1.0,0.0,0.0,True
612,4,4,2.0,0.8,0.2,0.0,True
613,5,5,4.0,0.6,0.2,0.1,True
614,3,3,2.0,0.8,0.2,0.0,True
615,5,3,3.0,0.8,0.1,0.1,False
616,1,1,4.0,0.7,0.1,0.1,True
617,2,2,1.0,1.0,0.0,0.0,True
618,7,7,2.0,0.7,0.3,0.0,True
619,6,5,3.0,0.7,0.2,0.1,False
620,0,0,1.0,1.0,0.0,0.0,True
621,7,7,2.0,0.8,0.2,0.0,True
622,0,0,1.0,1.0,0.0,0.0,True
623,5,8,3.0,0.4,0.4,0.2,False
624,2,2,1.0,1.0,0.0,0.0,True
625,2,2,1.0,1.0,0.0,0.0,True
626,9,9,4.0,0.7,0.1,0.1,True
627,1,1,1.0,1.0,0.0,0.0,True
628,8,8,3.0,0.8,0.1,0.1,True
629,0,0,1.0,1.0,0.0,0.0,True
630,0,0,2.0,0.9,0.1,0.0,True
631,9,9,2.0,0.7,0.3,0.0,True
632,3,3,2.0,0.7,0.3,0.0,True
633,6,6,2.0,0.9,0.1,0.0,True
634,1,1,1.0,1.0,0.0,0.0,True
635,3,3,1.0,1.0,0.0,0.0,True
636,6,6,2.0,0.8,0.2,0.0,True
637,1,1,1.0,1.0,0.0,0.0,True
638,8,8,4.0,0.5,0.3,0.1,True
639,5,5,2.0,0.9,0.1,0.0,True
640,4,4,1.0,1.0,0.0,0.0,True
641,4,4,3.0,0.7,0.2,0.1,True
642,3,3,2.0,0.6,0.4,0.0,True
643,1,1,1.0,1.0,0.0,0.0,True
644,3,3,6.0,0.5,0.1,0.1,True
645,7,9,4.0,0.4,0.3,0.2,False
646,7,7,2.0,0.9,0.1,0.0,True
647,9,9,2.0,0.7,0.3,0.0,True
648,2,2,4.0,0.5,0.2,0.2,True
649,2,3,4.0,0.4,0.3,0.2,False
650,0,0,2.0,0.9,0.1,0.0,True
651,1,1,2.0,0.9,0.1,0.0,True
652,5,5,4.0,0.6,0.2,0.1,True
653,0,0,1.0,1.0,0.0,0.0,True
654,9,9,2.0,0.8,0.2,0.0,True
655,0,0,1.0,1.0,0.0,0.0,True
656,6,4,2.0,0.5,0.5,0.0,False
657,3,3,2.0,0.8,0.2,0.0,True
658,9,9,3.0,0.5,0.3,0.2,True
659,3,3,2.0,0.9,0.1,0.0,True
660,1,1,1.0,1.0,0.0,0.0,True
661,4,4,2.0,0.7,0.3,0.0,True
662,4,4,1.0,1.0,0.0,0.0,True
663,3,3,3.0,0.6,0.3,0.1,True
664,3,3,2.0,0.9,0.1,0.0,True
665,3,2,5.0,0.4,0.2,0.2,False
666,4,4,2.0,0.9,0.1,0.0,True
667,1,1,1.0,1.0,0.0,0.0,True
668,3,3,4.0,0.7,0.1,0.1,True
669,7,7,2.0,0.6,0.4,0.0,True
670,4,6,3.0,0.6,0.3,0.1,False
671,2,1,3.0,0.8,0.1,0.1,False
672,4,6,4.0,0.4,0.3,0.2,False
673,4,4,3.0,0.6,0.2,0.2,True
674,4,4,2.0,0.9,0.1,0.0,True
675,0,0,2.0,0.9,0.1,0.0,True
676,4,4,1.0,1.0,0.0,0.0,True
677,5,5,2.0,0.7,0.3,0.0,True
678,1,1,1.0,1.0,0.0,0.0,True
679,8,8,1.0,1.0,0.0,0.0,True
680,1,1,2.0,0.9,0.1,0.0,True
681,7,7,3.0,0.8,0.1,0.1,True
682,6,6,1.0,1.0,0.0,0.0,True
683,7,7,2.0,0.9,0.1,0.0,True
684,6,6,3.0,0.8,0.1,0.1,True
685,1,1,1.0,1.0,0.0,0.0,True
686,1,1,3.0,0.8,0.1,0.1,True
687,1,1,2.0,0.9,0.1,0.0,True
688,5,0,4.0,0.4,0.3,0.2,False
689,3,3,5.0,0.3,0.3,0.2,True
690,1,1,1.0,1.0,0.0,0.0,True
691,9,4,5.0,0.5,0.2,0.1,False
692,9,9,2.0,0.6,0.4,0.0,True
693,2,2,1.0,1.0,0.0,0.0,True
694,2,4,2.0,0.6,0.4,0.0,False
695,5,5,2.0,0.6,0.4,0.0,True
696,0,0,1.0,1.0,0.0,0.0,True
697,7,7,2.0,0.9,0.1,0.0,True
698,4,4,2.0,0.9,0.1,0.0,True
699,7,7,3.0,0.8,0.1,0.1,True
700,0,0,4.0,0.5,0.3,0.1,True
701,5,5,3.0,0.8,0.1,0.1,True
702,0,0,1.0,1.0,0.0,0.0,True
703,1,1,3.0,0.7,0.2,0.1,True
704,7,4,4.0,0.6,0.2,0.1,False
705,6,6,1.0,1.0,0.0,0.0,True
706,3,3,2.0,0.9,0.1,0.0,True
707,1,1,1.0,1.0,0.0,0.0,True
708,4,4,2.0,0.9,0.1,0.0,True
709,7,7,2.0,0.9,0.1,0.0,True
710,0,0,1.0,1.0,0.0,0.0,True
711,1,1,1.0,1.0,0.0,0.0,True
712,1,1,1.0,1.0,0.0,0.0,True
713,9,9,2.0,0.6,0.4,0.0,True
714,7,7,1.0,1.0,0.0,0.0,True
715,4,4,2.0,0.9,0.1,0.0,True
716,0,0,1.0,1.0,0.0,0.0,True
717,5,5,4.0,0.4,0.3,0.2,True
718,8,8,5.0,0.4,0.2,0.2,True
719,5,5,3.0,0.6,0.2,0.2,True
720,2,2,3.0,0.6,0.3,0.1,True
721,8,3,4.0,0.3,0.3,0.3,False
722,1,1,2.0,0.9,0.1,0.0,True
723,3,2,4.0,0.3,0.3,0.3,False
724,3,3,4.0,0.6,0.2,0.1,True
725,0,0,2.0,0.9,0.1,0.0,True
726,1,1,1.0,1.0,0.0,0.0,True
727,9,7,5.0,0.4,0.2,0.2,False
728,6,6,1.0,1.0,0.0,0.0,True
729,1,1,1.0,1.0,0.0,0.0,True
730,9,9,2.0,0.5,0.5,0.0,True
731,9,9,2.0,0.8,0.2,0.0,True
732,3,3,1.0,1.0,0.0,0.0,True
733,9,9,5.0,0.5,0.2,0.1,True
734,9,9,3.0,0.8,0.1,0.1,True
735,1,1,2.0,0.9,0.1,0.0,True
736,4,4,1.0,1.0,0.0,0.0,True
737,4,4,3.0,0.5,0.4,0.1,True
738,1,1,3.0,0.5,0.3,0.2,True
739,8,5,4.0,0.5,0.3,0.1,False
740,1,1,2.0,0.9,0.1,0.0,True
741,9,7,3.0,0.4,0.3,0.3,False
742,4,6,3.0,0.5,0.4,0.1,False
743,6,6,2.0,0.7,0.3,0.0,True
744,5,6,2.0,0.9,0.1,0.0,False
745,9,9,3.0,0.7,0.2,0.1,True
746,2,6,5.0,0.4,0.2,0.2,False
747,2,2,1.0,1.0,0.0,0.0,True
748,1,1,1.0,1.0,0.0,0.0,True
749,6,6,2.0,0.9,0.1,0.0,True
750,0,0,1.0,1.0,0.0,0.0,True
751,1,1,2.0,0.8,0.2,0.0,True
752,1,1,1.0,1.0,0.0,0.0,True
753,6,6,2.0,0.9,0.1,0.0,True
754,2,2,2.0,0.9,0.1,0.0,True
755,5,5,2.0,0.8,0.2,0.0,True
756,0,6,3.0,0.6,0.3,0.1,False
757,1,1,2.0,0.9,0.1,0.0,True
758,1,1,2.0,0.9,0.1,0.0,True
759,9,4,3.0,0.6,0.3,0.1,False
760,1,1,2.0,0.9,0.1,0.0,True
761,9,9,2.0,0.9,0.1,0.0,True
762,3,3,3.0,0.6,0.3,0.1,True
763,8,8,3.0,0.7,0.2,0.1,True
764,5,4,4.0,0.5,0.3,0.1,False
765,4,4,1.0,1.0,0.0,0.0,True
766,7,5,5.0,0.5,0.2,0.1,False
767,3,2,3.0,0.5,0.4,0.1,False
768,5,0,5.0,0.5,0.2,0.1,False
769,1,1,2.0,0.9,0.1,0.0,True
770,7,7,1.0,1.0,0.0,0.0,True
771,0,0,1.0,1.0,0.0,0.0,True
772,3,3,1.0,1.0,0.0,0.0,True
773,2,2,2.0,0.8,0.2,0.0,True
774,6,6,1.0,1.0,0.0,0.0,True
775,3,3,3.0,0.8,0.1,0.1,True
776,7,7,2.0,0.7,0.3,0.0,True
777,3,3,3.0,0.8,0.1,0.1,True
778,4,4,2.0,0.9,0.1,0.0,True
779,2,2,2.0,0.9,0.1,0.0,True
780,9,9,2.0,0.8,0.2,0.0,True
781,4,4,1.0,1.0,0.0,0.0,True
782,9,9,4.0,0.6,0.2,0.1,True
783,8,8,4.0,0.3,0.3,0.3,True
784,9,9,2.0,0.6,0.4,0.0,True
785,1,1,1.0,1.0,0.0,0.0,True
786,3,9,4.0,0.7,0.1,0.1,False
787,5,5,3.0,0.7,0.2,0.1,True
788,5,3,3.0,0.5,0.3,0.2,False
789,2,6,5.0,0.3,0.3,0.2,False
790,6,6,2.0,0.9,0.1,0.0,True
791,9,9,3.0,0.5,0.3,0.2,True
792,5,3,3.0,0.4,0.4,0.2,False
793,6,6,1.0,1.0,0.0,0.0,True
794,9,9,2.0,0.9,0.1,0.0,True
795,7,7,2.0,0.9,0.1,0.0,True
796,3,3,1.0,1.0,0.0,0.0,True
797,2,2,1.0,1.0,0.0,0.0,True
798,2,2,5.0,0.6,0.1,0.1,True
799,9,9,4.0,0.4,0.3,0.2,True
800,2,2,2.0,0.9,0.1,0.0,True
801,0,0,3.0,0.6,0.3,0.1,True
802,9,9,2.0,0.8,0.2,0.0,True
803,1,1,3.0,0.8,0.1,0.1,True
804,5,0,4.0,0.4,0.4,0.1,False
805,8,8,2.0,0.6,0.4,0.0,True
806,8,1,5.0,0.4,0.3,0.1,False
807,9,9,3.0,0.6,0.3,0.1,True
808,5,5,4.0,0.6,0.2,0.1,True
809,2,2,3.0,0.8,0.1,0.1,True
810,0,0,1.0,1.0,0.0,0.0,True
811,2,2,5.0,0.4,0.3,0.1,True
812,3,3,3.0,0.6,0.3,0.1,True
813,7,7,3.0,0.8,0.1,0.1,True
814,4,4,1.0,1.0,0.0,0.0,True
815,1,1,2.0,0.9,0.1,0.0,True
816,8,8,2.0,0.9,0.1,0.0,True
817,7,7,2.0,0.9,0.1,0.0,True
818,2,2,3.0,0.8,0.1,0.1,True
819,8,8,5.0,0.5,0.2,0.1,True
820,6,6,1.0,1.0,0.0,0.0,True
821,5,8,5.0,0.4,0.3,0.1,False
822,7,7,3.0,0.8,0.1,0.1,True
823,7,7,1.0,1.0,0.0,0.0,True
824,4,4,1.0,1.0,0.0,0.0,True
825,5,5,3.0,0.5,0.3,0.2,True
826,2,6,3.0,0.7,0.2,0.1,False
827,1,1,1.0,1.0,0.0,0.0,True
828,2,2,4.0,0.3,0.3,0.3,True
829,9,9,2.0,0.7,0.3,0.0,True
830,2,2,3.0,0.7,0.2,0.1,True
831,6,6,1.0,1.0,0.0,0.0,True
832,3,3,3.0,0.8,0.1,0.1,True
833,4,4,3.0,0.8,0.1,0.1,True
834,7,7,1.0,1.0,0.0,0.0,True
835,2,2,2.0,0.8,0.2,0.0,True
836,8,8,3.0,0.6,0.3,0.1,True
837,1,1,1.0,1.0,0.0,0.0,True
838,3,3,5.0,0.6,0.1,0.1,True
839,8,0,5.0,0.4,0.2,0.2,False
840,2,2,5.0,0.5,0.2,0.1,True
841,0,0,1.0,1.0,0.0,0.0,True
842,0,0,3.0,0.8,0.1,0.1,True
843,1,1,1.0,1.0,0.0,0.0,True
844,2,2,2.0,0.7,0.3,0.0,True
845,2,2,5.0,0.3,0.2,0.2,True
846,7,7,3.0,0.8,0.1,0.1,True
847,5,5,3.0,0.8,0.1,0.1,True
848,8,8,3.0,0.6,0.2,0.2,True
849,4,4,1.0,1.0,0.0,0.0,True
850,9,7,3.0,0.5,0.4,0.1,False
851,1,1,1.0,1.0,0.0,0.0,True
852,8,8,2.0,0.9,0.1,0.0,True
853,5,3,5.0,0.4,0.2,0.2,False
854,1,1,1.0,1.0,0.0,0.0,True
855,7,7,1.0,1.0,0.0,0.0,True
856,3,3,1.0,1.0,0.0,0.0,True
857,1,1,2.0,0.9,0.1,0.0,True
858,4,4,2.0,0.5,0.5,0.0,True
859,1,1,1.0,1.0,0.0,0.0,True
860,6,6,1.0,1.0,0.0,0.0,True
861,3,9,4.0,0.4,0.3,0.2,False
862,1,1,1.0,1.0,0.0,0.0,True
863,7,7,3.0,0.8,0.1,0.1,True
864,6,6,2.0,0.8,0.2,0.0,True
865,5,5,3.0,0.5,0.4,0.1,True
866,1,1,3.0,0.6,0.3,0.1,True
867,0,0,1.0,1.0,0.0,0.0,True
868,4,4,2.0,0.8,0.2,0.0,True
869,8,8,3.0,0.8,0.1,0.1,True
870,3,3,4.0,0.6,0.2,0.1,True
871,8,8,2.0,0.9,0.1,0.0,True
872,2,2,2.0,0.9,0.1,0.0,True
873,2,6,4.0,0.4,0.4,0.1,False
874,1,1,1.0,1.0,0.0,0.0,True
875,7,7,2.0,0.9,0.1,0.0,True
876,1,1,1.0,1.0,0.0,0.0,True
877,9,9,3.0,0.8,0.1,0.1,True
878,3,3,2.0,0.9,0.1,0.0,True
879,1,1,1.0,1.0,0.0,0.0,True
880,8,8,5.0,0.5,0.2,0.1,True
881,6,6,3.0,0.5,0.4,0.1,True
882,3,3,1.0,1.0,0.0,0.0,True
883,0,0,1.0,1.0,0.0,0.0,True
884,6,6,2.0,0.9,0.1,0.0,True
885,1,1,1.0,1.0,0.0,0.0,True
886,8,8,2.0,0.9,0.1,0.0,True
887,7,7,1.0,1.0,0.0,0.0,True
888,7,7,1.0,1.0,0.0,0.0,True
889,1,1,1.0,1.0,0.0,0.0,True
890,1,1,1.0,1.0,0.0,0.0,True
891,6,6,1.0,1.0,0.0,0.0,True
892,0,6,2.0,0.6,0.4,0.0,False
893,0,0,1.0,1.0,0.0,0.0,True
894,7,7,1.0,1.0,0.0,0.0,True
895,3,3,1.0,1.0,0.0,0.0,True
896,9,9,4.0,0.5,0.3,0.1,True
897,7,7,3.0,0.4,0.4,0.2,True
898,7,7,1.0,1.0,0.0,0.0,True
899,5,5,3.0,0.7,0.2,0.1,True
900,0,0,2.0,0.9,0.1,0.0,True
901,9,9,3.0,0.8,0.1,0.1,True
902,1,1,1.0,1.0,0.0,0.0,True
903,8,8,1.0,1.0,0.0,0.0,True
904,3,7,4.0,0.6,0.2,0.1,False
905,6,6,2.0,0.8,0.2,0.0,True
906,9,4,4.0,0.6,0.2,0.1,False
907,8,8,5.0,0.6,0.1,0.1,True
908,9,9,2.0,0.9,0.1,0.0,True
909,3,2,1.0,1.0,0.0,0.0,False
910,8,8,4.0,0.6,0.2,0.1,True
911,6,6,2.0,0.9,0.1,0.0,True
912,6,6,2.0,0.9,0.1,0.0,True
913,8,8,1.0,1.0,0.0,0.0,True
914,5,5,2.0,0.9,0.1,0.0,True
915,4,4,2.0,0.9,0.1,0.0,True
916,5,3,3.0,0.5,0.3,0.2,False
917,3,3,2.0,0.9,0.1,0.0,True
918,9,7,3.0,0.5,0.4,0.1,False
919,4,4,2.0,0.9,0.1,0.0,True
920,9,9,2.0,0.8,0.2,0.0,True
921,4,4,1.0,1.0,0.0,0.0,True
922,0,2,7.0,0.3,0.2,0.1,False
923,9,9,2.0,0.8,0.2,0.0,True
924,5,3,5.0,0.3,0.3,0.2,False
925,7,4,4.0,0.5,0.3,0.1,False
926,9,9,4.0,0.5,0.2,0.2,True
927,8,8,1.0,1.0,0.0,0.0,True
928,8,8,4.0,0.5,0.3,0.1,True
929,4,4,3.0,0.8,0.1,0.1,True
930,6,6,2.0,0.8,0.2,0.0,True
931,7,7,1.0,1.0,0.0,0.0,True
932,4,4,3.0,0.8,0.1,0.1,True
933,6,6,1.0,1.0,0.0,0.0,True
934,5,5,3.0,0.6,0.2,0.2,True
935,1,1,1.0,1.0,0.0,0.0,True
936,5,5,6.0,0.5,0.1,0.1,True
937,5,5,3.0,0.6,0.2,0.2,True
938,0,8,4.0,0.5,0.2,0.2,False
939,8,8,2.0,0.9,0.1,0.0,True
940,9,9,2.0,0.7,0.3,0.0,True
941,7,7,3.0,0.8,0.1,0.1,True
942,4,4,1.0,1.0,0.0,0.0,True
943,7,7,1.0,1.0,0.0,0.0,True
944,9,4,3.0,0.5,0.3,0.2,False
945,8,8,1.0,1.0,0.0,0.0,True
946,8,8,4.0,0.4,0.4,0.1,True
947,1,1,1.0,1.0,0.0,0.0,True
948,2,2,4.0,0.6,0.2,0.1,True
949,5,5,4.0,0.6,0.2,0.1,True
950,5,5,3.0,0.7,0.2,0.1,True
951,7,7,3.0,0.7,0.2,0.1,True
952,7,7,3.0,0.5,0.3,0.2,True
953,1,1,1.0,1.0,0.0,0.0,True
954,4,4,4.0,0.4,0.3,0.2,True
955,9,9,3.0,0.8,0.1,0.1,True
956,1,6,3.0,0.7,0.2,0.1,False
957,3,3,5.0,0.6,0.1,0.1,True
958,2,2,3.0,0.5,0.3,0.2,True
959,9,9,2.0,0.9,0.1,0.0,True
960,5,3,3.0,0.5,0.4,0.1,False
961,9,9,1.0,1.0,0.0,0.0,True
962,4,4,1.0,1.0,0.0,0.0,True
963,9,9,2.0,0.9,0.1,0.0,True
964,9,0,5.0,0.5,0.2,0.1,False
965,1,1,1.0,1.0,0.0,0.0,True
966,2,2,1.0,1.0,0.0,0.0,True
967,5,5,4.0,0.4,0.3,0.2,True
968,7,7,3.0,0.6,0.2,0.2,True
969,3,3,2.0,0.9,0.1,0.0,True
970,3,3,3.0,0.7,0.2,0.1,True
971,0,0,1.0,1.0,0.0,0.0,True
972,0,0,2.0,0.9,0.1,0.0,True
973,1,1,1.0,1.0,0.0,0.0,True
974,4,4,1.0,1.0,0.0,0.0,True
975,0,0,2.0,0.9,0.1,0.0,True
976,0,0,1.0,1.0,0.0,0.0,True
977,8,8,3.0,0.7,0.2,0.1,True
978,8,8,1.0,1.0,0.0,0.0,True
979,8,8,3.0,0.8,0.1,0.1,True
980,1,1,1.0,1.0,0.0,0.0,True
981,6,6,2.0,0.8,0.2,0.0,True
982,6,6,1.0,1.0,0.0,0.0,True
983,6,6,3.0,0.4,0.3,0.3,True
984,1,8,5.0,0.5,0.2,0.1,False
985,5,8,5.0,0.4,0.2,0.2,False
986,1,1,4.0,0.6,0.2,0.1,True
987,1,1,5.0,0.5,0.2,0.1,True
988,1,1,2.0,0.9,0.1,0.0,True
989,5,5,3.0,0.7,0.2,0.1,True
990,2,9,3.0,0.5,0.4,0.1,False
991,8,8,2.0,0.7,0.3,0.0,True
992,4,4,2.0,0.9,0.1,0.0,True
993,8,8,2.0,0.8,0.2,0.0,True
994,2,1,2.0,0.6,0.4,0.0,False
995,7,7,2.0,0.9,0.1,0.0,True
996,1,1,1.0,1.0,0.0,0.0,True
997,4,4,1.0,1.0,0.0,0.0,True
998,7,7,2.0,0.9,0.1,0.0,True
999,4,4,2.0,0.9,0.1,0.0,True
1000,9,3,3.0,0.8,0.1,0.1,False
1001,4,4,3.0,0.7,0.2,0.1,True
1002,3,3,1.0,1.0,0.0,0.0,True
1003,7,7,2.0,0.8,0.2,0.0,True
1004,6,6,2.0,0.9,0.1,0.0,True
1005,0,0,1.0,1.0,0.0,0.0,True
1006,5,5,2.0,0.9,0.1,0.0,True
1007,8,8,6.0,0.4,0.2,0.1,True
1008,1,1,3.0,0.7,0.2,0.1,True
1009,7,7,2.0,0.8,0.2,0.0,True
1010,1,1,3.0,0.8,0.1,0.1,True
1011,9,9,2.0,0.7,0.3,0.0,True
1012,5,5,2.0,0.8,0.2,0.0,True
1013,4,4,1.0,1.0,0.0,0.0,True
1014,5,5,1.0,1.0,0.0,0.0,True
1015,0,0,2.0,0.7,0.3,0.0,True
1016,4,4,2.0,0.9,0.1,0.0,True
1017,3,5,3.0,0.5,0.3,0.2,False
1018,4,4,3.0,0.8,0.1,0.1,True
1019,9,9,4.0,0.7,0.1,0.1,True
1020,5,5,2.0,0.9,0.1,0.0,True
1021,7,7,1.0,1.0,0.0,0.0,True
1022,1,1,1.0,1.0,0.0,0.0,True
1023,7,7,1.0,1.0,0.0,0.0,True
1024,6,6,2.0,0.9,0.1,0.0,True
1025,3,3,5.0,0.5,0.2,0.1,True
1026,0,0,3.0,0.8,0.1,0.1,True
1027,1,1,3.0,0.8,0.1,0.1,True
1028,4,4,3.0,0.5,0.4,0.1,True
1029,3,3,2.0,0.9,0.1,0.0,True
1030,4,9,3.0,0.6,0.3,0.1,False
1031,8,8,2.0,0.9,0.1,0.0,True
1032,9,9,3.0,0.8,0.1,0.1,True
1033,0,0,2.0,0.9,0.1,0.0,True
1034,8,8,2.0,0.9,0.1,0.0,True
1035,3,3,2.0,0.9,0.1,0.0,True
1036,4,4,3.0,0.8,0.1,0.1,True
1037,6,6,3.0,0.7,0.2,0.1,True
1038,5,5,1.0,1.0,0.0,0.0,True
1039,3,3,5.0,0.5,0.2,0.1,True
1040,9,9,3.0,0.8,0.1,0.1,True
1041,8,8,2.0,0.7,0.3,0.0,True
1042,4,9,3.0,0.6,0.3,0.1,False
1043,8,8,4.0,0.7,0.1,0.1,True
1044,2,8,4.0,0.5,0.3,0.1,False
1045,3,3,1.0,1.0,0.0,0.0,True
1046,5,6,5.0,0.5,0.2,0.1,False
1047,2,2,2.0,0.9,0.1,0.0,True
1048,1,1,4.0,0.5,0.2,0.2,True
1049,3,3,2.0,0.7,0.3,0.0,True
1050,3,9,4.0,0.3,0.3,0.3,False
1051,5,5,4.0,0.4,0.4,0.1,True
1052,4,4,2.0,0.9,0.1,0.0,True
1053,3,9,3.0,0.7,0.2,0.1,False
1054,1,1,1.0,1.0,0.0,0.0,True
1055,3,8,3.0,0.5,0.3,0.2,False
1056,1,1,1.0,1.0,0.0,0.0,True
1057,5,5,2.0,0.9,0.1,0.0,True
1058,2,2,1.0,1.0,0.0,0.0,True
1059,5,5,3.0,0.8,0.1,0.1,True
1060,2,2,1.0,1.0,0.0,0.0,True
1061,7,7,2.0,0.9,0.1,0.0,True
1062,0,0,2.0,0.8,0.2,0.0,True
1063,2,2,2.0,0.9,0.1,0.0,True
1064,1,1,1.0,1.0,0.0,0.0,True
1065,1,4,3.0,0.5,0.4,0.1,False
1066,2,8,4.0,0.5,0.3,0.1,False
1067,6,6,3.0,0.8,0.1,0.1,True
1068,7,7,1.0,1.0,0.0,0.0,True
1069,6,6,2.0,0.9,0.1,0.0,True
1070,0,0,4.0,0.6,0.2,0.1,True
1071,9,9,4.0,0.4,0.3,0.2,True
1072,5,5,5.0,0.4,0.3,0.1,True
1073,2,2,2.0,0.7,0.3,0.0,True
1074,0,6,5.0,0.3,0.3,0.2,False
1075,8,8,4.0,0.5,0.3,0.1,True
1076,4,4,2.0,0.8,0.2,0.0,True
1077,0,0,4.0,0.7,0.1,0.1,True
1078,7,7,2.0,0.9,0.1,0.0,True
1079,6,6,1.0,1.0,0.0,0.0,True
1080,5,5,3.0,0.5,0.3,0.2,True
1081,4,4,1.0,1.0,0.0,0.0,True
1082,1,1,1.0,1.0,0.0,0.0,True
1083,4,4,1.0,1.0,0.0,0.0,True
1084,7,7,1.0,1.0,0.0,0.0,True
1085,3,3,3.0,0.4,0.4,0.2,True
1086,8,8,3.0,0.6,0.3,0.1,True
1087,2,2,3.0,0.8,0.1,0.1,True
1088,2,2,2.0,0.9,0.1,0.0,True
1089,1,1,2.0,0.9,0.1,0.0,True
1090,3,3,3.0,0.8,0.1,0.1,True
1091,9,9,3.0,0.8,0.1,0.1,True
1092,0,0,1.0,1.0,0.0,0.0,True
1093,1,1,1.0,1.0,0.0,0.0,True
1094,1,1,2.0,0.9,0.1,0.0,True
1095,7,7,4.0,0.7,0.1,0.1,True
1096,4,4,1.0,1.0,0.0,0.0,True
1097,9,9,3.0,0.8,0.1,0.1,True
1098,6,6,1.0,1.0,0.0,0.0,True
1099,1,1,1.0,1.0,0.0,0.0,True
1100,8,9,2.0,0.5,0.5,0.0,False
1101,8,8,4.0,0.7,0.1,0.1,True
1102,4,4,3.0,0.8,0.1,0.1,True
1103,0,0,4.0,0.7,0.1,0.1,True
1104,8,8,5.0,0.3,0.3,0.2,True
1105,5,5,4.0,0.5,0.3,0.1,True
1106,9,9,2.0,0.9,0.1,0.0,True
1107,9,9,3.0,0.7,0.2,0.1,True
1108,7,7,1.0,1.0,0.0,0.0,True
1109,3,3,6.0,0.3,0.3,0.1,True
1110,6,0,3.0,0.5,0.4,0.1,False
1111,1,1,1.0,1.0,0.0,0.0,True
1112,8,9,5.0,0.6,0.1,0.1,False
1113,3,3,3.0,0.8,0.1,0.1,True
1114,1,1,1.0,1.0,0.0,0.0,True
1115,9,9,2.0,0.9,0.1,0.0,True
1116,6,4,3.0,0.5,0.4,0.1,False
1117,6,6,4.0,0.6,0.2,0.1,True
1118,5,5,4.0,0.4,0.4,0.1,True
1119,6,6,1.0,1.0,0.0,0.0,True
1120,8,8,3.0,0.8,0.1,0.1,True
1121,3,7,4.0,0.5,0.3,0.1,False
1122,1,1,1.0,1.0,0.0,0.0,True
1123,0,0,2.0,0.9,0.1,0.0,True
1124,2,2,3.0,0.8,0.1,0.1,True
1125,1,1,1.0,1.0,0.0,0.0,True
1126,7,7,1.0,1.0,0.0,0.0,True
1127,2,2,3.0,0.8,0.1,0.1,True
1128,7,7,2.0,0.9,0.1,0.0,True
1129,9,9,2.0,0.9,0.1,0.0,True
1130,8,5,3.0,0.5,0.3,0.2,False
1131,3,3,4.0,0.4,0.3,0.2,True
1132,1,1,6.0,0.4,0.2,0.1,True
1133,1,1,2.0,0.9,0.1,0.0,True
1134,0,0,1.0,1.0,0.0,0.0,True
1135,6,6,2.0,0.9,0.1,0.0,True
1136,3,3,1.0,1.0,0.0,0.0,True
1137,9,9,2.0,0.8,0.2,0.0,True
1138,5,5,3.0,0.8,0.1,0.1,True
1139,6,6,1.0,1.0,0.0,0.0,True
1140,8,1,2.0,0.8,0.2,0.0,False
1141,0,0,2.0,0.9,0.1,0.0,True
1142,5,5,3.0,0.6,0.3,0.1,True
1143,7,7,3.0,0.6,0.2,0.2,True
1144,7,7,4.0,0.5,0.3,0.1,True
1145,8,6,5.0,0.3,0.3,0.2,False
1146,8,8,3.0,0.5,0.3,0.2,True
1147,2,4,2.0,0.8,0.2,0.0,False
1148,6,6,1.0,1.0,0.0,0.0,True
1149,7,2,4.0,0.4,0.3,0.2,False
1150,3,3,3.0,0.8,0.1,0.1,True
1151,2,2,4.0,0.5,0.2,0.2,True
1152,8,8,3.0,0.7,0.2,0.1,True
1153,0,0,1.0,1.0,0.0,0.0,True
1154,5,5,4.0,0.5,0.3,0.1,True
